,post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
204,81,IDFI11,0.1771,1.1700,5.8967,17.6900,7.0633,42.3800,5.1175,61.4100,-13.4286,-4.8177,-12.4157,15.1500,50.1400,2024,13.3288,20.6200,-63.1523,42425145.4900,-65.9436,-58.2409,27.2185,9.0728,46.7681,7.7947,71.4172,5.9514,Indefinido,indefinido,13.74,7246.14,42425145.49,0.6663,0.6663433559650824,IDFI11,4,50.910521638009,470,,,
205,2763,IDGR11,0.0296,0.2300,2.6033,7.8100,3.7083,22.2500,4.0375,48.4500,-7.1429,42.8343,-6.9293,13.0000,40.4000,2024,,,,,,,,,,,,,Misto,misto,13,278,6179971.54,1.8571,,IDGR11,2,67.140849819634,96,,,
206,1848,IFRA11,1.1200,1.0000,0.9900,2.9700,1.0017,6.0100,1.0183,12.2200,0.7996,11.9133,1.8076,112.1900,4.9800,2024,,,,,,,,,,,,,Indefinido,indefinido,106.81,2359730.89,0,0,,IFRA11,,11.63529961897,0,,,
207,379,IRDM11,0.8100,1.0400,1.0267,3.0800,0.9867,5.9200,0.9667,11.6000,-1.0769,8.8733,-0.0481,78.0800,4.9000,2024,0.9223,86.7400,-6.5302,3160180522.8200,-1.8843,-5.6681,2.6708,0.8903,5.1530,0.8588,10.5786,0.8815,Papéis,papeis,75.82,4121156.05,3160180522.82,0.8741,0.8741065252478671,IRDM11,0,13.613038560678,293533,,,
208,140,IRIM11,0.8800,1.1200,1.0567,3.1700,1.0350,6.2100,1.0217,12.2600,-1.2361,1.3896,-0.1300,78.3000,4.9800,2024,0.8874,90.1500,-7.3674,173083998.3600,-2.9934,-6.5454,2.6530,0.8843,5.3709,0.8952,11.1316,0.9276,Indefinido,indefinido,76.46,44748.05,173083998.36,0.8481,0.8481419855795894,IRIM11,0,14.416648785777,2649,,,
209,3245,ISCJ11,1.2087,,,,,,,,,,,,,,,,,,,,,,,,,,Papéis,papeis,75,39096.8,44061059.54,0.5344,,ISCJ11,,328.86231674073,32,,,
210,92,ITIP11,0.7500,0.9300,0.9400,2.8200,0.8967,5.3800,0.9417,11.3000,7.6677,8.2662,8.6690,80.7400,4.5100,2024,0.9456,76.1400,-4.9320,56960561.9000,-1.7466,-4.0330,2.7099,0.9033,5.3241,0.8874,11.1941,0.9328,Papéis,papeis,81.74,137596.4,56960561.9,1.0735,1.0735487260309955,ITIP11,0,12.014907912819,6145,,,
211,59,ITIT11,0.6100,0.7600,0.7633,2.2900,0.8033,4.8200,0.7892,9.4700,-0.8550,11.5143,-0.1015,80.0100,3.9800,2024,0.7040,85.2300,7.9407,76752059.5800,15.9960,8.7006,2.1938,0.7313,4.4076,0.7346,8.5655,0.7138,Fundo de Fundos,fundo-de-fundos,80.4,160818.19,76752059.58,0.9433,0.9433298134459698,ITIT11,0,10.668955716612,10771,,,
212,3247,ITRI11,0.5400,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.0000,,0.0000,102.3000,0.5300,2024,,,,,,,,,,,,,Shoppings,shoppings,94.86,688411.9,621265848.12,0.9543,,ITRI11,,22.216667134195,8641,,,
213,60,JASC11,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,116.38,581.5,359086629.92,1.0797,,JASC11,19,62.539993608513,86,,,
214,334,JBFO11,0.5160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Papéis,papeis,82.01,82,103893142.67,1.0096,,JBFO11,0,24.644668908109,366,,,
215,2783,JCCJ11,0.6892,0.0000,0.1167,0.3500,0.1317,0.7900,0.1288,1.0300,0.0000,,0.0000,,0.7900,2024,,,,,,,,,,,,,Papéis,papeis,138,31230128,308821898.36,0.7456,,JCCJ11,,49.692507757292,159,,,
216,452,JFLL11,0.6200,0.8100,0.8067,2.4200,0.8167,4.9000,0.8350,10.0200,-0.0519,6.2315,0.7576,76.9600,4.0800,2024,0.5958,104.0700,3.0600,156161576.8100,12.6613,3.6740,1.7863,0.5954,3.5903,0.5984,7.2745,0.6062,Imóveis Residenciais,imoveis-residenciais,74.61,50872.45,156161576.81,0.7169,0.7169213029691555,JFLL11,2,24.001820714073,3550,,,
217,528,JGPX11,1.1000,1.2100,1.2433,3.7300,1.1800,7.0800,1.1900,14.2800,-2.2021,-0.7293,-1.0187,90.6000,6.1000,2024,1.3133,95.1800,-0.8234,203800984.8200,11.4124,0.4791,3.3031,1.1010,6.1314,1.0219,13.7162,1.1430,Indefinido,indefinido,87.01,386962.4,203800984.82,0.9142,0.914162639209918,JGPX11,0,16.507605138758,7463,,,
218,149,JPPA11,1.0000,1.1300,1.1067,3.3200,1.1017,6.6100,1.1575,13.8900,-1.8343,1.6328,-0.7250,88.8400,5.4700,2024,1.0321,96.8900,-1.4544,87593550.6200,12.0475,-0.4373,3.0406,1.0135,6.2285,1.0381,13.5689,1.1307,Papéis,papeis,87.62,172800.24,87593550.62,0.9043,0.9043244916916091,JPPA11,0,12.012708831547,8403,,,
219,419,JRDM11,7.8276,,,,,,,,,,,,,,0.4502,88.8400,-1.1571,224143181.1600,7.2314,-0.7121,1.7232,0.5744,4.4029,0.7338,8.1959,0.6830,Shoppings,shoppings,85.9,610682,224143181.16,0.9669,0.9669067987393066,JRDM11,1,12.028175406385,4001,,,
220,51,JSAF11,1.0000,0.9800,0.9767,2.9300,0.9767,5.8600,0.9842,11.8100,-0.9040,4.4231,0.0672,101.9500,4.8800,2024,1.0182,98.2100,4.5455,336950561.1000,14.0168,5.6100,3.0119,1.0040,6.0501,1.0084,11.8634,0.9886,Fundo de Fundos,fundo-de-fundos,101.45,1927437.86,336950561.1,1.033,1.0329905304958762,JSAF11,0,18.122268924077,16937,,,
221,252,JSRE11,0.4800,0.6900,0.6500,1.9500,0.6333,3.8000,0.6192,7.4300,-5.4039,-2.2077,-4.7512,69.6700,3.1700,2024,0.4376,109.7000,-2.8946,2278237230.0300,1.8015,-2.4697,1.2759,0.4253,2.5244,0.4207,4.9743,0.4145,Misto,misto,69.75,2537664.9,2278237230.03,0.6358,0.6358249772105743,JSRE11,6,18.15119524429,107181,,,
222,1854,JURO11,1.2500,1.1700,1.0800,3.2400,1.1550,6.9300,1.2650,15.1800,-1.9725,4.5771,-0.8256,106.8500,5.5400,2024,,,,,,,,,,,,,Indefinido,indefinido,109.77,5207800,0,0,,JURO11,,9.41953841034,0,,,
223,95,KCRE11,1.1600,1.1800,1.0300,3.0900,0.9550,5.7300,0.9667,11.6000,-0.3541,9.2033,0.8218,98.5000,4.8300,2024,1.0220,97.8500,-0.0715,352258615.2600,2.0777,0.9498,2.8023,0.9341,5.2130,0.8688,10.7439,0.8953,Indefinido,indefinido,98.57,534315.05,352258615.26,1.0074,1.007358201328564,KCRE11,0,10.327398966869,11924,,,
224,1816,KDIF11,1.0500,0.7600,0.9033,2.7100,0.8400,5.0400,0.7950,9.5400,-0.2464,6.5888,0.5118,137.6600,4.3000,2024,,,,,,,,,,,,,Indefinido,indefinido,137.1,4278573.56,0,0,,KDIF11,,12.011421633674,0,,,
225,324,KEVE11,16.9261,1.4900,0.4967,1.4900,1.3333,8.0000,0.9483,11.3800,0.0000,,0.0000,1135.0000,8.0000,2024,1.7232,825.1100,-11.4888,121869219.0300,-13.4301,-9.9636,11.3140,3.7713,25.4386,4.2398,31.8732,2.8976,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1173,30801.5,121869219.03,1.4216,1.4216286313340039,KEVE11,0,32.37815143288,468,,,
226,243,KFOF11,0.8000,0.8400,0.8100,2.4300,0.8533,5.1200,0.8558,10.2700,-4.7012,6.0164,-3.9007,95.6800,4.2700,2024,0.8332,96.0100,5.6564,673401854.0500,12.4735,6.5368,2.4755,0.8252,5.4158,0.9026,10.4137,0.8678,Fundo de Fundos,fundo-de-fundos,93.13,1700756.38,673401854.05,0.97,0.970003124674513,KFOF11,0,19.242486153833,20137,,,
227,192,KINP11,2.8952,0.0000,1.6367,4.9100,2.4333,14.6000,2.6358,31.6300,0.0000,,0.0000,,19.9500,2023,0.0000,0.0000,-100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Fundo de Desenvolvimento,fundo-de-desenvolvimento,9.82,38394.2,26408606.84,2.6612,,KINP11,0,12.738619063346,1932,,,
228,163,KISU11,0.0750,0.8900,0.8900,2.6700,0.8967,5.3800,0.8783,10.5400,0.2384,6.5783,1.1305,8.4100,4.4700,2024,0.8380,8.9500,2.6376,395417697.7300,5.8876,3.4977,2.4956,0.8319,5.1062,0.8510,9.9514,0.8293,Fundo de Fundos,fundo-de-fundos,8.58,644008.05,395417697.73,0.9587,0.9586592178770951,KISU11,0,12.241649485568,129591,,,
229,94,KIVO11,1.0500,1.1700,1.1567,3.4700,1.2267,7.3600,1.3242,15.8900,-1.0121,6.8517,0.1461,89.9800,5.9600,2024,,,,,,,,,,,,,Papéis,papeis,87.26,279132.1,200908562.28,0.9654,,KIVO11,0,16.078382235485,6793,,,
230,542,KNCA11,1.1100,1.0700,1.0600,3.1800,1.0367,6.2200,1.0800,12.9600,0.3398,3.8643,1.4134,103.3500,5.2600,2024,1.1104,103.5700,1.3536,2237201195.0100,14.0324,2.4790,3.1433,1.0478,6.2632,1.0439,13.9487,1.1624,Indefinido,indefinido,101.55,3818399.57,2237201195.01,0.9805,0.9804962827073477,KNCA11,0,8.133519155776,61959,,,
231,191,KNCR11,1.0000,0.9500,0.9267,2.7800,0.9617,5.7700,1.0650,12.7800,1.5374,8.1791,2.5020,105.0100,4.7800,2024,0.9383,101.2500,0.4963,5781155997.0500,14.8199,1.4392,2.9355,0.9785,5.9381,0.9897,12.8261,1.0688,Papéis,papeis,104.62,11304967.48,5781155997.05,1.0333,1.033283950617284,KNCR11,0,8.254694735032,335310,,,
232,2791,KNHF11,0.9000,0.8900,0.8667,2.6000,0.8933,5.3600,1.0163,8.1300,-2.0515,2.4332,-1.1798,100.7400,4.3400,2024,,,,,,,,,,,,,Indefinido,indefinido,98.2,3158834.14,1958943228.18,0.9857,,KNHF11,1,10.285642070941,26401,,,
233,400,KNHY11,1.1600,1.0900,1.1100,3.3300,1.0867,6.5200,1.0350,12.4200,0.0844,11.0745,1.1753,106.7500,5.4900,2024,1.2276,101.0100,3.3350,2845393832.8600,18.1583,4.6036,3.5268,1.1756,6.5900,1.0983,12.4270,1.0356,Papéis,papeis,105.69,4906575.25,2845393832.86,1.0463,1.0463320463320462,KNHY11,0,7.29552214339,29750,,,
234,292,KNIP11,1.0500,1.0800,1.0400,3.1200,0.9250,5.5500,0.8292,9.9500,-1.1213,10.6065,-0.0534,97.0000,4.7900,2024,1.1035,95.1500,1.3744,7619242765.3900,11.8839,2.4931,2.9580,0.9860,5.1938,0.8656,9.3903,0.7825,Papéis,papeis,96.92,9488852.52,7619242765.39,1.0186,1.0186022070415133,KNIP11,0,8.215911702849,78882,,,
235,3016,KNOX11,2.5007,2.3400,2.4467,7.3400,2.2833,13.7000,2.4200,24.2000,1.2876,3.6578,3.6578,106.9800,2.3400,2024,,,,,,,,,,,,,Indefinido,indefinido,101.22,324210.33,0,0,,KNOX11,,17.644555779203,0,,,
236,96,KNPR11,4.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,0,,59649220.84,0,,KNPR11,0,,593,,,
237,240,KNRE11,0.0701,12.5200,27.5367,82.6100,23.0767,138.4600,14.8675,178.4100,-44.0000,-36.9888,-36.9888,0.5600,12.5200,2023,9.2237,0.7600,0.0000,14036869.1400,0.4641,9.2237,55.2796,18.4265,55.4103,9.2350,63.0308,5.2526,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0.41,4758.05,14203721.62,0.5325,0.5394736842105263,KNRE11,1,60.152314028682,6541,,,
238,203,KNRI11,1.0000,0.6100,0.6033,1.8100,0.6083,3.6500,0.6367,7.6400,-1.4543,5.9513,-0.8532,163.9800,3.0200,2024,0.6295,158.8600,-0.6131,4221162551.4900,8.3592,0.0125,1.8840,0.6280,3.7658,0.6276,7.7428,0.6452,Misto,misto,159.97,3830630.48,4221162551.49,1.007,1.0069872844013597,KNRI11,19,11.011298542895,267504,,,
239,263,KNSC11,0.0900,0.9800,0.9400,2.8200,0.8767,5.2600,0.8925,10.7100,-1.2959,7.9764,-0.3286,9.1400,4.4700,2024,1.0112,8.9000,-89.9013,1181453394.4200,-88.7246,-89.7992,2.7821,0.9274,5.0965,0.8494,9.6906,0.8076,Papéis,papeis,9.22,4129965.43,1181453394.42,1.036,1.0359550561797752,KNSC11,0,10.975590312124,157175,,,
240,2730,KNUQ11,1.1500,1.1000,1.0700,3.2100,1.0783,6.4700,0.7410,7.4100,0.3083,7.5009,1.4117,104.1000,5.4300,2024,,,,,,,,,,,,,Indefinido,indefinido,105.9,1499421.76,744657408.7,1.0499,,KNUQ11,,9.225938453643,8539,,,
241,3251,KORE11,1.2500,1.1400,1.1333,3.4000,1.1350,4.5400,1.1350,4.5400,-0.7706,2.9308,0.3606,109.4500,4.5400,2024,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,107.95,973759,969767917.59,1.0714,,KORE11,4,10.539123501659,18328,,,
242,302,LASC11,0.6700,0.6000,1.2900,3.8700,0.9917,5.9500,0.7242,8.6900,4.5729,10.3031,5.2004,112.5100,3.3800,2024,0.5844,128.3300,19.9794,377334441.2900,21.1962,20.6806,1.7698,0.5899,3.3445,0.5574,6.7337,0.5611,Shoppings,shoppings,111.84,302511.25,377334441.29,0.8715,0.8715031559261279,LASC11,2,12.23588942226,424,,,
243,61,LAVF11,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,0,,116243.8,0,,LAVF11,0,,7,,,
244,143,LFTT11,7.3100,,,,,,,,,,,,,,11.4531,17.7000,-55.7942,131081503.6600,-82.6381,-50.7313,22.8682,7.6227,65.3029,10.8838,153.5450,12.7954,Papéis,papeis,25,5626.68,124910091.44,0.6534,1.4124293785310735,LFTT11,128,58.91831087273,474,,,
245,199,LGCP11,0.7300,0.8500,0.8167,2.4500,0.8117,4.8700,0.7858,9.4300,-3.6854,2.1382,-2.8667,85.7200,4.0500,2024,0.6904,104.2800,1.4496,368096976.5800,10.5129,2.1500,2.0622,0.6874,4.1597,0.6933,8.0137,0.6678,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,85.2,335150.81,368096976.58,0.817,0.8170310701956272,LGCP11,6,12.600716571167,17853,,,
246,98,LIFE11,0.1200,1.1900,1.1967,3.5900,1.2133,7.2800,1.2400,14.8800,0.6979,8.5200,1.8962,10.1000,6.0100,2024,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,10.25,662431.05,235023888.56,1.0149,,LIFE11,0,14.827381297758,7587,,,
247,67,LLAO11,1.3900,,,,,,,,,,,,,,,,,,,,,,,,,,Misto,misto,77.37,551253,26244609.74,1.0647,,LLAO11,15,185.45940994853,77,,,
248,130,LOFT11B,47.8954,0.0000,0.0000,0.0000,23.7067,142.2400,15.8192,189.8300,0.0000,,0.0000,,142.9600,2021,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,29.9,,19433901.34,3.0202,,LOFT11B,10,,1,,,
249,97,LPLP11,11.3672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,500,500,140193654.24,1.2971,,LPLP11,0,13.543949858481,12,,,
250,482,LSAG11,1.1000,1.2900,1.2333,3.7000,1.3700,8.2200,1.3558,16.2700,-6.3963,-10.4551,-5.1888,85.1700,7.0400,2024,,,,,,,,,,,,,Misto,misto,84.4,107501.71,0,0,,LSAG11,0,25.981338251891,0,,,
251,443,LSPA11,13.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Papéis,papeis,100.9,5181.1,39299169.62,1.0386,,LSPA11,0,35.630207155698,219,,,
252,239,LUGG11,0.5600,0.7300,0.6933,2.0800,0.6500,3.9000,0.6817,8.1800,-1.2181,-5.4684,-0.4970,77.0400,3.3100,2024,0.4519,123.9200,-3.0208,140111965.2700,4.9567,-2.5826,1.2764,0.4255,2.4907,0.4151,5.3800,0.4483,Fundo de Desenvolvimento,fundo-de-desenvolvimento,75.53,130155.86,140111965.27,0.6095,0.6095061329890252,LUGG11,5,13.357035720767,7253,,,
253,375,LVBI11,0.9000,0.7800,0.7667,2.3000,0.7883,4.7300,0.7392,8.8700,-2.8272,6.1002,-2.0692,115.8300,3.9400,2024,0.7725,116.5000,0.8658,1877869769.5500,6.8648,1.6450,2.4428,0.8143,4.7601,0.7934,8.8792,0.7399,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,116.15,3376164,1879825947.73,0.996,0.9969957081545064,LVBI11,9,13.45175926179,122080,,,
254,193,MALL11,0.9000,0.7900,0.7767,2.3300,0.7450,4.4700,0.7267,8.7200,-3.6688,1.8360,-2.9078,114.4800,3.7800,2024,0.7689,119.6500,-0.2168,1552267779.6800,16.9763,0.5504,1.8479,0.6160,3.8425,0.6404,7.9600,0.6633,Shoppings,shoppings,112.43,2754420.25,1552267779.68,0.9397,0.939657333890514,MALL11,10,8.82505955031,136204,,,
255,99,MANA11,0.1100,1.1600,1.1233,3.3700,1.1017,6.6100,1.1025,13.2300,-0.2110,3.4103,0.9466,9.4600,5.5800,2024,,,,,,,,,,,,,Indefinido,indefinido,9.8,440132.14,203450081.8,1.0305,,MANA11,0,18.339571065999,7212,,,
256,246,MATV11,0.6000,0.7300,1.0367,3.1100,0.8117,4.8700,1.0233,12.2800,-1.4101,-1.0827,-0.6904,82.5000,3.1100,2023,0.6587,91.0900,-1.8850,38799465.3000,-0.1778,-1.2387,2.4153,0.8051,5.0039,0.8340,10.9192,1.0919,Indefinido,indefinido,86.63,13027.43,39926993.67,0.9243,0.9510374355033483,MATV11,0,32.001581456394,325,,,
257,408,MAXR11,0.7500,0.9000,0.9200,2.7600,0.9567,5.7400,0.9767,11.7200,0.8016,15.9936,1.7088,83.0000,4.7100,2024,0.5766,130.0700,5.6792,146411507.1100,14.1433,6.2886,1.7648,0.5883,3.6004,0.6001,7.1448,0.5954,Varejo,varejo,82.49,193411.62,146411507.11,0.6342,0.6341969708618436,MAXR11,8,20.576531202715,4458,,,
258,281,MBRF11,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.8803,1136.0082,-0.1720,115491134.7200,10.0303,0.7067,2.6522,0.8841,5.2889,0.8815,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,MBRF11,,,0,,,
259,141,MCCI11,0.8000,0.8800,0.8600,2.5800,0.8900,5.3400,0.9325,11.1900,-2.7641,3.2916,-1.9085,91.1100,4.3600,2024,0.8578,93.2600,0.8216,1581627496.2800,6.4077,1.6865,2.5334,0.8445,5.3587,0.8931,11.1509,0.9292,Papéis,papeis,91.7,4033944.09,1583178034.71,0.9823,0.9832725713060262,MCCI11,0,17.057637772259,118526,,,
260,402,MCHF11,9.1474,,,,,,,,,,,,,,0.6744,10.3800,9.1483,335751641.1500,12.9309,9.8843,2.1561,0.7187,4.7817,0.7969,10.9435,0.9120,Papéis,papeis,9.1,1778820.09,295957071.4,0.9945,0.8766859344894026,MCHF11,3,20.535201512366,82189,,,
261,313,MCHY11,0.1100,1.1500,1.0800,3.2400,1.0583,6.3500,1.1258,13.5100,-3.4205,-9.6634,-2.3099,9.6000,5.1900,2024,1.1236,9.7900,-90.2441,1092457567.3400,-89.0211,-90.1345,3.3436,1.1145,6.0830,1.0138,14.0675,1.1723,Papéis,papeis,9.71,3873066.43,1091729838.6,0.9928,0.9918283963227785,MCHY11,0,26.670955294135,92047,,,
262,439,MFAI11,0.4500,0.7300,0.6767,2.0300,0.7383,4.4300,0.7592,9.1100,-4.5385,6.8014,-3.8416,62.0500,4.4300,2024,0.5670,74.0700,8.6708,28828335.2200,-0.0262,9.2870,1.8720,0.6240,4.0152,0.6692,8.2432,0.6869,Fundo de Fundos,fundo-de-fundos,60.21,11724.24,28828335.22,0.8129,0.8128797083839612,MFAI11,0,18.501826224184,2608,,,
263,309,MFII11,1.2100,1.1600,1.1533,3.4600,1.1533,6.9200,1.1492,13.7900,-0.6679,20.6504,0.4843,104.1000,5.7400,2024,1.1058,109.4200,3.4900,570350300.5500,15.6820,4.6344,3.2853,1.0951,6.1532,1.0255,12.6332,1.0528,Fundo de Desenvolvimento,fundo-de-desenvolvimento,103.99,611309.52,570350300.55,0.9504,0.9503747029793456,MFII11,7,9.583786567375,30986,,,
264,388,MGCR11,0.3329,0.0000,0.3933,1.1800,0.7867,4.7200,0.9583,11.5000,0.0000,,0.0000,,8.0000,2023,1.0225,9.7800,-89.0824,131240792.9700,-88.5465,-88.9708,1.2549,0.4183,1.5796,0.2633,6.1690,0.5141,Papéis,papeis,9.4,259145.59,131240792.97,0.9611,0.9611451942740288,MGCR11,0,13.154631411312,4360,,,
265,323,MGFF11,4.2605,,,,,,,,,,,,,,0.7071,73.5400,2.5662,665588549.5700,-0.0942,3.2915,2.1234,0.7078,4.3009,0.7168,8.7018,0.7251,Fundo de Fundos,fundo-de-fundos,69.99,2558695.75,665588549.57,0.9517,0.9517269513190099,MGFF11,0,13.426724510182,45134,,,
266,126,MGHT11,0.3300,0.7400,1.0133,3.0400,1.0750,6.4500,1.0675,12.8100,-1.2043,1.4270,-0.4732,44.3000,5.3200,2024,0.5997,85.0400,-0.6310,111723921.2000,-5.4341,-0.0351,1.7852,0.5951,3.7161,0.6194,8.1468,0.6789,Hotéis,hoteis,35.1,193044.19,111723921.2,0.4127,0.41274694261523986,MGHT11,1,30.057304001485,5304,,,
267,180,MGLG11,0.3500,0.8600,0.8600,2.5800,0.7600,4.5600,0.9742,11.6900,-3.5952,-2.7662,-2.7662,40.4900,0.8600,2023,0.5686,61.5542,57.5370,116224996.0200,-18.6225,58.4328,2.2829,0.7610,5.0253,0.8375,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,40.99,55314.19,116088485.68,0.549,0.6659171916782283,MGLG11,2,27.794577979683,3712,,,
268,102,MGRI11,1.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,0,,22888747.62,0,,MGRI11,1,,1,,,
269,405,MINT11,3.3556,3.2700,4.5700,4.5700,4.5700,4.5700,4.5700,4.5700,2.6334,5.9895,5.9895,102.5000,4.5700,2024,,,,,,,,,,,,,Educacional,educacional,94,7374,71193584.06,0.6866,,MINT11,4,39.256250565414,111,,,
270,78,MMPD11,1.1827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,0,,58967484.09,0,,MMPD11,0,,54,,,
271,232,MORC11,3.0792,,,,,,,,,,,,,,0.3377,97.7300,0.1127,186458139.8500,5.6311,0.4507,2.1931,0.7310,5.3238,0.8873,12.0589,1.0049,Papéis,papeis,89.87,1741368.33,186458139.85,0.9196,0.91957433746035,MORC11,0,11.019473529445,4000,,,
272,250,MORE11,6.0224,,,,,,,,,,,,,,0.8058,86.8700,4.8775,201465359.1200,2.9115,5.7226,2.3824,0.7941,4.5336,0.7556,8.9999,0.7500,Fundo de Fundos,fundo-de-fundos,76.21,1327577.67,201450458.24,0.8773,0.8772879014619546,MORE11,0,15.109010233797,4213,,,
273,179,MXRF11,0.1000,0.9600,0.9600,2.8800,0.9800,5.8800,1.0192,12.2300,-0.7612,2.2013,0.1915,10.4300,4.8500,2024,1.0267,9.7400,-3.6597,3258147151.2100,3.0118,-2.6706,3.0634,1.0211,6.3957,1.0659,13.3101,1.1092,Papéis,papeis,10.31,11483091.19,3258147151.21,1.0585,1.0585215605749487,MXRF11,3,9.135687536003,1092201,,,
274,128,NAVT11,1.2500,1.3100,1.3167,3.9500,1.3350,8.0100,1.3275,15.9300,0.4857,22.6067,1.8021,95.1600,8.0100,2024,1.3243,94.3900,5.3695,57795029.0500,7.9875,6.7649,3.4290,1.1430,8.9192,1.4865,15.3124,1.2760,Papéis,papeis,92.93,183678.35,57795029.05,0.9845,0.9845322597732812,NAVT11,0,20.189633442324,2648,,,
275,79,NCHB11,0.1100,1.1200,1.1733,3.5200,0.8017,4.8100,0.4600,5.5200,2.0833,-87.4614,3.2267,9.8000,4.6900,2024,1.0922,9.9800,-88.8616,152471333.7400,-88.3212,-88.7400,3.2841,1.0947,5.9732,0.9955,12.0266,1.0022,Papéis,papeis,9.31,287899.35,152471333.74,0.9329,0.9328657314629258,NCHB11,0,90.230726556308,11270,,,
276,493,NCRA11,0.0970,1.0600,0.9667,2.9000,1.0050,6.0300,1.1892,14.2700,-1.3001,-9.1088,-0.2539,9.1100,4.9600,2024,1.1418,10.5100,0.0000,46875753.9000,0.0000,0.0000,2.9558,0.9853,6.5999,1.1000,10.3965,1.2996,Indefinido,indefinido,8.65,137809.43,46875753.9,0.823,0.8230256898192199,NCRA11,0,12.592932239216,9644,,,
277,1840,NCRI11,0.0900,1.0200,0.9733,2.9200,1.0283,6.1700,0.9608,11.5300,-4.8596,3.2876,-3.8892,8.8100,5.0600,2024,,,,,,,,,,,,,Papéis,papeis,8.69,1266.11,40071250.97,0.857,,NCRI11,,37.889254177734,850,,,
278,316,NEWL11,0.9500,0.7800,0.7900,2.3700,0.8567,5.1400,0.8975,10.7700,4.3140,16.8239,5.1276,121.8700,4.2700,2024,0.5673,167.4700,39.4537,340479641.6000,60.0509,40.2448,1.9513,0.6504,4.5392,0.7565,9.0774,0.7564,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,120,185774.38,340479641.6,0.7165,0.7165462470890309,NEWL11,3,13.223851110029,7343,,,
279,229,NEWU11,0.1000,0.1300,0.0867,0.2600,0.2317,1.3900,0.2383,2.8600,2.5830,-7.4608,2.7164,77.8400,1.1500,2024,0.1395,71.6800,2.9737,53186268.4400,10.5060,3.1174,0.4184,0.1395,2.4236,0.4039,3.9845,0.3320,Lajes Corporativas,lajes-corporativas,83.99,25114.75,53186268.44,1.1717,1.1717354910714284,NEWU11,3,20.535503620217,1332,,,
280,151,NSLU11,1.6000,0.8500,0.8300,2.4900,0.8150,4.8900,0.8258,9.9100,-3.1350,0.6068,-2.3116,187.8600,4.0900,2024,0.7978,204.3100,2.7096,264234411.2500,9.8495,3.5291,2.3197,0.7732,4.6251,0.7709,9.2745,0.7729,Hospitalar,hospitalar,188.88,95662.95,264234411.25,0.9245,0.924477509666683,NSLU11,1,16.789753944871,6012,,,
