,post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
281,139,NVHO11,0.0887,0.8100,0.7567,2.2700,0.7317,4.3900,0.7483,8.9800,-6.1538,0.9456,-5.3937,10.9800,3.6500,2024,0.5385,15.3200,9.8208,635614111.6900,29.1906,10.4122,1.6283,0.5428,3.3226,0.5538,6.8959,0.5747,Hospitalar,hospitalar,11.25,1536.95,635614111.69,0.7343,0.7343342036553525,NVHO11,4,33.331522476614,2132,,,
282,158,NVIF11B,0.8892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,0.3701,240.2600,-23.1045,81064678.1700,-3.8645,-22.8199,1.1480,0.3827,2.0471,0.3412,3.2474,0.2706,Fundo de Desenvolvimento,fundo-de-desenvolvimento,227.5,,81064678.17,0.9469,0.9468908682260885,NVIF11B,2,,7,,,
283,2793,OCRE11,1.0180,1.0000,0.5400,1.6200,0.6883,4.1300,0.6757,4.7300,0.8946,2.3866,1.9036,101.5000,3.5200,2024,,,,,,,,,,,,,Papéis,papeis,101.48,30943.75,38708612.72,1.0193,,OCRE11,,13.362732513147,487,,,
284,2719,OGHY11,9.3992,0.0000,0.6300,1.8900,0.8750,5.2500,1.0400,10.4000,0.0000,,0.0000,,0.9900,2024,,,,,,,,,,,,,Indefinido,indefinido,8.72,22847.1,25780971.88,0.9189,,OGHY11,,18.928899671366,1565,,,
285,1858,OGIN11,0.1300,1.3200,1.3733,4.1200,1.2650,7.5900,1.3673,15.0400,4.4444,14.5882,5.8231,9.8700,5.3100,2024,,,,,,,,,,,,,Misto,misto,9.73,98163.33,0,0,,OGIN11,,10.529033888333,0,,,
286,485,OIAG11,0.1000,1.2000,1.2200,3.6600,1.2100,7.2600,1.2325,14.7900,-2.1077,-1.7999,-0.9330,8.3600,6.0400,2024,1.0758,9.7600,0.0000,88194284.8300,0.0000,0.0000,3.3241,1.1080,6.9636,1.1606,10.8925,1.3616,Indefinido,indefinido,8.24,237860.35,88194284.83,0.8443,0.8442622950819673,OIAG11,0,11.878063348908,13148,,,
287,57,ONEF11,2.8580,,,,,,,,,,,,,,17.7800,182.7900,-9.2583,166518054.6300,30.2649,6.8755,18.6546,6.2182,19.9851,3.3308,22.7998,1.9000,Lajes Corporativas,lajes-corporativas,200.03,114431.47,166518054.63,1.0943,1.0943158816127798,ONEF11,1,15.674527217197,2602,,,
288,2785,OPTM11,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Misto,misto,0,,5930357.56,0,,OPTM11,1,,63,,,
289,512,ORPD11,1.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2019,1.1062,124.6841,0.9472,36158397.7800,2.0639,2.0639,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,93,402.75,41967377.51,0.6426,0.7458850005734492,ORPD11,0,24.80391854123,6,,,
290,170,OUFF11,0.6300,0.9800,0.9467,2.8400,0.9550,5.7300,0.9833,11.8000,-3.6937,-2.2907,-2.7499,64.4000,4.7200,2024,0.8623,73.0600,-3.7418,132549689.8400,3.1397,-2.9117,2.5142,0.8381,5.3428,0.8905,10.9842,0.9154,Fundo de Fundos,fundo-de-fundos,63.38,235319.8,132549689.84,0.8675,0.867506159321106,OUFF11,3,11.215565521227,7450,,,
291,166,OUJP11,0.9100,0.9800,0.9600,2.8800,0.9517,5.7100,1.0417,12.5000,-4.0289,-0.7449,-3.0884,92.9000,4.6900,2024,0.9263,98.2400,-1.6518,319507878.3400,14.0711,-0.7408,2.7717,0.9239,5.6099,0.9350,12.4935,1.0411,Papéis,papeis,90.17,569104.9,319507878.34,0.9179,0.9178542345276873,OUJP11,0,14.760779663285,30159,,,
292,389,OULG11,0.3000,0.9300,1.0000,3.0000,1.0100,6.0600,1.0300,12.3600,1.9558,2.9040,2.9040,32.3200,0.9300,2024,0.4881,61.4600,-8.1453,152504778.5400,-14.5479,-7.6969,1.4242,0.4747,3.2853,0.5476,6.9695,0.5808,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,29.19,55235.71,156697701.71,0.4622,0.47494305239179957,OULG11,2,17.430817183855,4977,,,
293,213,OURE11,0.9300,1.1800,1.2100,3.6300,1.1583,6.9500,1.1133,13.3600,3.6794,14.5860,4.9028,78.9000,5.8500,2024,1.0075,92.3100,1.4061,99427163.7100,13.8317,2.4278,2.8991,0.9664,5.5044,0.9174,11.1521,0.9293,Misto,misto,76.08,219178.76,99427163.71,0.8242,0.8241793955151121,OURE11,3,12.417811931013,6430,,,
294,223,PABY11,0.1325,,,,,,,,,,,,,2012,0.0000,251.4213,1.7432,190677892.8400,5.4924,1.7432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Fundo de Desenvolvimento,fundo-de-desenvolvimento,16.19,659.24,-17444348.13,0,0.06439390775562771,PABY11,15,84.435804183978,577,,,
295,245,PATB11,1.1758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,0,,685335783.54,0,,PATB11,3,,56,,,
296,433,PATC11,0.1000,0.2700,0.4300,1.2900,2.0367,12.2200,1.6358,19.6300,-1.3369,-2.2378,-1.0705,36.9000,5.6500,2024,0.1219,41.0200,-46.3019,142659228.1900,-48.6672,-46.2364,5.1038,1.7013,14.7719,2.4620,19.2094,1.6008,Fundo de Desenvolvimento,fundo-de-desenvolvimento,36.53,345202.1,142659228.19,0.8905,0.8905411994149195,PATC11,4,41.381661717714,8090,,,
297,228,PATL11,0.6000,0.9700,0.9000,2.7000,0.9000,5.4000,0.8650,10.3800,-10.2029,2.3171,-9.3319,61.9600,4.4500,2024,0.6104,98.2900,0.1733,490593246.9700,8.3402,0.7848,1.8301,0.6100,3.6589,0.6098,7.2529,0.6044,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,62.27,716409.95,490593246.97,0.6335,0.6335334215077831,PATL11,4,21.072261101416,25250,,,
298,104,PCAS11,514.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,0,,377907309.24,0,,PCAS11,3,,50,,,
299,351,PEMA11,0.3560,0.0000,0.5400,1.6200,0.9150,5.4900,1.1550,13.8600,0.0000,,0.0000,,4.1300,2024,,,,,,,,,,,,,Papéis,papeis,38.01,237.63,38651940.32,0.5428,,PEMA11,0,90.42057203533,362,,,
300,3022,PFIN11,2.1000,3.0100,2.0300,6.0900,1.7633,10.5800,2.2036,24.2400,-0.2859,17.4211,2.7155,69.7600,7.5200,2023,,,,,,,,,,,,,Indefinido,indefinido,77.4,766429.89,0,0,,PFIN11,,15.996057460013,0,,,
301,3020,PICE11,0.2500,0.4700,0.4900,1.4700,0.6233,3.7400,0.7158,8.5900,-9.1915,-17.9884,-8.7647,53.3500,2.8400,2024,,,,,,,,,,,,,Indefinido,indefinido,43.42,565763.61,0,0,,PICE11,,25.046085091249,0,,,
302,489,PLCA11,0.9000,1.1000,1.1367,3.4100,1.1667,7.0000,1.2075,14.4900,0.1595,3.3784,1.2613,81.6300,5.7400,2024,1.0246,94.6700,0.0000,52735009.5100,0.0000,0.0000,3.2000,1.0667,6.6281,1.1047,10.1734,1.2717,Indefinido,indefinido,77.91,127889.35,52735009.51,0.823,0.8229639801415443,PLCA11,0,18.404342030672,2319,,,
303,423,PLCR11,0.8000,0.9000,0.8933,2.6800,0.8983,5.3900,0.9992,11.9900,-2.4066,5.2842,-1.5283,88.8100,4.4800,2024,0.8754,91.3900,0.7719,192765593.8400,11.9014,1.6540,2.6149,0.8716,5.2194,0.8699,11.5536,0.9628,Papéis,papeis,88.56,208863.29,192765593.84,0.969,0.9690338111390743,PLCR11,0,10.679528008161,15962,,,
304,344,PLOG11,0.7000,0.9900,1.0167,3.0500,1.0167,6.1000,1.0108,12.1300,2.0127,0.5538,3.0226,70.9600,4.0900,2023,0.7471,100.3948,-0.0245,75296076.0900,8.7653,0.7224,2.2411,0.7470,4.4831,0.7472,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,66.71,70165.04,79648071.76,0.629,0.6644766462007992,PLOG11,1,16.625047460129,3284,,,
305,429,PLRI11,0.2383,1.5900,1.0467,3.1400,0.5783,3.4700,0.7733,9.2800,2.9452,-13.3630,4.5820,15.0300,5.2000,2024,0.5254,28.1100,-12.5933,26827481.4800,-25.2584,-12.1340,1.4307,0.4769,4.0654,0.6776,5.9724,0.4977,Papéis,papeis,15,3179.25,25470559.2,0.562,0.5336179295624333,PLRI11,0,62.333530347775,661,,,
306,2847,PMFO11,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Misto,misto,100,100,74476316.52,1.05,,PMFO11,,,93,,,
307,2810,PNCR11,2.9047,,,,,,,,,,,,,,,,,,,,,,,,,,Imóveis Residenciais,imoveis-residenciais,82.95,165900,39420336.91,1.0521,,PNCR11,,79.560155419123,110,,,
308,272,PNDL11,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1099,186924.8,140770566.84,1.0372,,PNDL11,0,80.327729834239,62,,,
309,124,PNPR11,1.7711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,75.99,1424.5,69467278.2,0.9729,,PNPR11,2,103.69965318237,23,,,
310,2840,PNRC11,2.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,102.32,1534800,41226393.52,0.2165,,PNRC11,,7.344125061137,60,,,
311,300,PORD11,0.0940,1.0100,1.0067,3.0200,1.0517,6.3100,1.1008,13.2100,0.4320,11.0404,1.4463,9.3000,5.2000,2024,0.9667,9.6200,-90.1937,358559995.4000,-89.0310,-90.0989,2.0829,0.6943,5.1539,0.8590,11.4787,0.9566,Papéis,papeis,9.21,622307.71,358559995.4,0.9574,0.9573804573804575,PORD11,0,11.510388763343,30881,,,
312,3028,PPEI11,4.0000,4.4000,4.6133,13.8400,4.9175,19.6700,4.9175,19.6700,4.9902,19.6061,9.6097,90.8900,9.0200,2023,,,,,,,,,,,,,Indefinido,indefinido,98.55,279443.94,0,0,,PPEI11,,18.953579113136,0,,,
313,441,PQAG11,0.4600,0.7900,0.7800,2.3400,0.7750,4.6500,0.7800,9.3600,-1.2426,3.9841,-0.4624,58.0200,3.8700,2024,0.8045,57.1800,-0.1397,799996673.4200,10.5830,0.6636,2.3968,0.7989,4.7606,0.7934,9.3976,0.7831,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,60,12629.47,799996673.42,1.0493,1.0493179433368311,PQAG11,1,13.735298485938,484,,,
314,196,PQDP11,11.8225,0.5700,0.8867,2.6600,0.8517,5.1100,0.8758,10.5100,3.5457,10.9001,4.1359,2069.9000,4.4000,2024,0.5888,3435.9200,9.6449,865173882.9100,6.6244,10.2904,1.6508,0.5503,3.1657,0.5276,6.5060,0.5422,Shoppings,shoppings,1945.56,160512.33,865173882.91,0.5662,0.5662413560269156,PQDP11,1,19.691463327494,3879,,,
315,397,PRSV11,14.1000,,,,,,,,,,,,,,0.4448,364.2296,-0.0308,71024775.3100,-3.8098,0.4138,1.5262,0.5087,2.6527,0.4421,5.7282,0.4774,Lajes Corporativas,lajes-corporativas,64.72,3297.26,33967591.25,0.3715,0.17769011634419607,PRSV11,1,68.02000191876,909,,,
316,314,PRTS11,0.0549,,,,,,,,,,,,,,,,,,,,,,,,,,Shoppings,shoppings,117.7,,3111607.44,1961.6667,,PRTS11,2,,11,,,
317,3236,PULV11,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Papéis,papeis,0,,80534830.44,0,,PULV11,,,2,,,
318,434,PVBI11,0.6500,0.6500,0.6400,1.9200,0.6617,3.9700,0.6592,7.9100,-1.1718,2.6889,-0.5295,100.3600,3.2800,2024,0.6451,100.7600,-2.5438,2607936907.2900,6.4504,-1.9151,1.9846,0.6615,4.0747,0.6791,8.0273,0.6689,Lajes Corporativas,lajes-corporativas,95.63,7310115.19,2607936907.29,0.9491,0.9490869392616117,PVBI11,5,12.310163318962,164683,,,
319,335,QAGR11,0.4400,0.9200,0.9100,2.7300,0.8900,5.3400,0.8967,10.7600,-1.1618,2.6552,-0.2525,47.6400,4.4500,2024,0.7487,58.7700,5.2471,296218183.2200,5.0000,6.0351,2.2495,0.7498,4.4725,0.7454,9.0777,0.7565,Indefinido,indefinido,48.1,250884.67,296218183.22,0.8184,0.8184447847541262,QAGR11,12,8.963031495162,20516,,,
320,117,QAMI11,1.0000,1.1700,1.0100,3.0300,1.1417,6.8500,1.1017,13.2200,6.6934,14.2215,7.9417,85.1200,11.3200,2023,1.0776,92.8000,1.4208,74367555.4800,14.5780,2.5137,2.6680,0.8893,5.8207,0.9701,11.4713,0.9559,Papéis,papeis,84.68,67019,74367555.48,0.9125,0.9125000000000001,QAMI11,0,22.256391344186,1440,,,
321,55,QIRI11,89.6379,0.0000,0.6133,1.8400,0.6350,3.8100,0.6867,8.2400,0.0000,,0.0000,,6.9000,2022,100.0311,89.6100,-0.4109,13441852.9500,116.5836,99.2093,101.6033,33.8678,103.9601,17.3267,108.1435,9.0120,Papéis,papeis,78.04,6867.57,13441852.95,0.8709,0.8708849458765764,QIRI11,0,9.645270602362,173,,,
322,169,RBCO11,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.2217,90.2202,1.0273,340942316.6400,-7.0758,1.2512,0.7383,0.2461,1.9677,0.3279,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,RBCO11,,,0,,,
323,120,RBDS11,2.3541,11.2100,7.8100,23.4300,9.0033,54.0200,5.7125,68.5500,-51.1968,-45.7260,-45.7260,21.0000,11.2100,2021,0.0000,22.9843,0.0000,2908038.1700,0.0000,0.0000,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,2.2,637.2,2663786.08,0.1045,0.09571751151873235,RBDS11,0,92.968600841037,947,,,
324,352,RBED11,1.3300,0.9300,0.9100,2.7300,0.9367,5.6200,0.9650,11.5800,-2.2865,3.4599,-1.3777,142.3100,4.6100,2024,0.9134,145.6100,1.0619,342924674.9900,14.7142,1.9850,2.7392,0.9131,5.7397,0.9566,11.4705,0.9559,Educacional,educacional,143.81,158028.48,342924674.99,0.9876,0.987638211661287,RBED11,7,14.064207091218,13246,,,
325,407,RBFF11,0.5100,0.8300,0.8100,2.4300,0.8233,4.9400,0.8400,10.0800,-2.9898,7.5956,-2.1846,61.6500,4.0900,2024,0.7310,68.4000,7.1596,256428462.7800,15.5086,7.9430,2.1715,0.7238,4.4272,0.7379,8.9192,0.7433,Fundo de Fundos,fundo-de-fundos,62.97,471726.7,256428462.78,0.9206,0.9206140350877192,RBFF11,0,11.878070048575,21188,,,
326,475,RBGS11,0.1766,0.6200,0.5267,1.5800,0.4533,2.7200,0.5142,6.1700,-1.8966,-1.2883,-1.2883,28.4500,0.6200,2022,0.1762,90.7841,0.0030,97865283.7100,1.1741,0.1792,0.4627,0.1542,,,,,Shoppings,shoppings,28.45,,97865283.71,0.3134,0.31338086735452575,RBGS11,1,,2808,,,
327,186,RBHG11,0.9500,1.0500,1.0467,3.1400,1.0683,6.4100,1.1333,13.6000,-0.6398,4.5259,0.4035,90.0800,5.2500,2024,1.0619,89.4600,-2.8454,193955206.1800,8.6649,-1.8136,3.1098,1.0366,6.5596,1.0933,13.5194,1.1266,Papéis,papeis,87.84,418588.55,193955206.18,0.9819,0.9818913480885313,RBHG11,0,9.940650593519,10904,,,
328,438,RBHY11,1.0200,1.1300,1.1067,3.3200,1.1233,6.7400,1.1767,14.1200,-0.4646,1.4992,0.6601,89.9800,5.5700,2024,1.0763,92.9100,-1.2856,175920936.4500,13.2849,-0.2231,3.2196,1.0732,6.7455,1.1243,14.2491,1.1874,Papéis,papeis,91.1,152854.1,175920936.45,0.9805,0.9805187816166182,RBHY11,0,9.555752969658,3674,,,
329,1856,RBIF11,1.4000,1.4700,1.1100,3.3300,1.0400,6.2400,1.0217,12.2600,-2.1940,6.7553,-0.7562,95.4000,5.3000,2024,,,,,,,,,,,,,Indefinido,indefinido,95.79,185192.11,0,0,,RBIF11,,19.814678755067,0,,,
330,367,RBIR11,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,87,125332.21,148427987.36,0.896,,RBIR11,0,20.099737508518,1603,,,
331,318,RBLG11,0.9500,0.9500,0.9500,2.8500,0.9400,5.6400,0.7050,8.4600,1.0101,2.2335,1.9697,100.0000,4.7100,2024,0.9008,105.4600,4.9562,67513775.4700,9.7644,5.9017,2.7022,0.9007,5.4238,0.9040,10.8768,0.9064,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,100,1265.9,67513775.47,0.9482,0.9482268158543524,RBLG11,1,29.291554274353,233,,,
332,1838,RBOP11,2.0000,0.5200,0.5167,1.5500,1.6683,10.0100,1.2858,15.4300,-2.4847,68.8840,-1.9776,385.0100,10.0100,2024,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,333,22189.95,79224176.21,0.4273,,RBOP11,2,52.112421575203,3506,,,
333,440,RBRD11,0.3800,0.9600,0.8567,2.5700,0.8517,5.1100,0.8600,10.3200,-9.0427,4.3228,-8.1695,39.4300,4.2500,2024,0.5015,67.8000,2.4324,125557048.3000,0.8700,2.9461,1.5055,0.5018,3.0251,0.5042,6.0485,0.5040,Varejo,varejo,39.59,27362,125557048.3,0.5839,0.5839233038348083,RBRD11,4,23.829081979076,8424,,,
334,234,RBRF11,0.0550,0.6800,0.6667,2.0000,0.6800,4.0800,0.7108,8.5300,-2.3058,9.8062,-1.6415,8.0500,3.3500,2024,0.6187,8.8900,-89.1387,1216364537.9900,-89.0048,-89.0715,1.8478,0.6159,9.2411,1.5402,13.3362,1.1113,Fundo de Fundos,fundo-de-fundos,7.99,2298988.95,1216472360.88,0.8988,0.8987626546681664,RBRF11,0,17.903938501076,128721,,,
335,84,RBRI11,17.8612,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,916.83,10103,164620375.31,0.7778,,RBRI11,0,155.93714008438,92,,,
336,304,RBRL11,0.6500,0.8100,0.7867,2.3600,0.7900,4.7400,0.7792,9.3500,-4.1360,-2.4713,-3.3595,80.6600,3.9000,2024,0.6405,101.4900,-5.3795,678699175.2400,2.9740,-4.7734,1.9179,0.6393,4.0227,0.6704,7.9603,0.6634,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,82.88,492259.14,678699175.24,0.8166,0.8166321805103951,RBRL11,6,17.677527886635,15626,,,
337,444,RBRM11,2002.0897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,94794.81,,13579348.87,3.7627,,RBRM11,0,,54,,,
338,449,RBRP11,0.6600,1.0400,0.7333,2.2000,0.6350,3.8100,0.5500,6.6000,5.1606,26.1350,6.2543,63.1700,3.2700,2024,0.4374,80.0100,-2.0685,974433856.2100,2.2452,-1.6401,1.2884,0.4295,2.3338,0.3890,4.2820,0.3568,Lajes Corporativas,lajes-corporativas,59.68,1753823.71,974433856.21,0.7459,0.7459067616547931,RBRP11,10,26.588564221829,86234,,,
339,353,RBRR11,0.8500,0.9100,0.9167,2.7500,0.8550,5.1300,0.8367,10.0400,0.3749,13.5985,1.2883,93.7000,4.3800,2024,0.9066,93.7600,-0.3295,1411732360.5200,3.5226,0.5740,2.6239,0.8746,4.7232,0.7872,9.4246,0.7854,Papéis,papeis,90.67,4425587.05,1411732360.52,0.967,0.9670435153583617,RBRR11,0,13.485106734249,138322,,,
340,167,RBRS11,0.0700,0.1400,0.7600,2.2800,0.7417,4.4500,0.7608,9.1300,-4.7170,-7.7705,-4.5836,50.5000,1.5600,2024,0.0749,93.5000,-0.6271,162157778.0000,5.4029,-0.5527,1.6840,0.5613,2.9568,0.4928,5.5376,0.4615,Fundo de Desenvolvimento,fundo-de-desenvolvimento,47.23,13839.8,160716985.54,0.5097,0.5051336898395722,RBRS11,3,29.563385809169,1186,,,
341,105,RBRX11,0.1100,1.1300,1.0633,3.1900,1.0350,6.2100,1.1083,13.3000,-0.2053,10.8230,0.9223,9.7200,5.1300,2024,,,,,,,,,,,,,Indefinido,indefinido,9.36,1466471.95,283336561.55,0.974,,RBRX11,0,12.73824671699,12545,,,
342,359,RBRY11,0.9500,0.9400,0.9833,2.9500,1.0000,6.0000,1.0883,13.0600,0.5392,6.6046,1.4843,100.6900,4.9900,2024,1.0217,97.8800,-2.0122,1249870780.9800,4.1044,-1.0111,3.1140,1.0380,6.1627,1.0271,13.3400,1.1117,Papéis,papeis,98.27,5147991.29,1249870780.98,1.004,1.0039844707805476,RBRY11,0,9.806183404637,64645,,,
343,194,RBTS11,44.2282,0.0000,3.2267,9.6800,1.6133,9.6800,0.8067,9.6800,0.0000,,0.0000,,7.1200,2024,9.1852,674.1200,-38.3679,38104544.4700,-20.0474,-32.7068,16.3782,5.4594,37.5954,6.2659,50.9175,4.2431,Fundo de Desenvolvimento,fundo-de-desenvolvimento,834.85,2171.56,45206329.81,1.0439,1.2384293597579066,RBTS11,0,78.978889748425,126,,,
344,382,RBVA11,1.0000,0.8900,0.8833,2.6500,0.8917,5.3500,0.9025,10.8300,-0.9273,9.1599,-0.0456,112.1800,4.4200,2024,0.9207,108.6100,-0.7040,1355991169.1700,19.3098,0.2103,2.7600,0.9200,5.4504,0.9084,10.9553,0.9129,Varejo,varejo,110.76,1863533.6,1355991169.17,1.0198,1.0197955989319585,RBVA11,51,11.623576424186,59767,,,
345,378,RBVO11,0.4800,3.7600,4.5667,13.7000,6.1467,36.8800,4.5550,54.6600,-19.1260,151.3844,-16.0852,12.7700,53.5900,2024,11.1940,10.7200,-38.1420,5529443.4200,-46.7475,-31.2175,23.9197,7.9732,24.5311,4.0885,25.2132,2.1011,Papéis,papeis,18.5,124761.73,5529443.42,1.7257,1.7257462686567162,RBVO11,0,62.952444873683,4188,,,
346,259,RCFF11,1.3597,0.0000,0.4400,1.3200,0.6983,4.1900,0.6983,4.1900,0.0000,,0.0000,,0.0000,2024,1.3249,102.6300,12.2007,33169516.7900,14.0673,13.6872,3.9989,1.3330,5.8606,1.9535,5.8606,1.9535,Fundo de Fundos,fundo-de-fundos,99,990,33448013.76,0.9566,0.9646302250803859,RCFF11,0,97.974655053427,86,,,
347,319,RCRB11,0.9300,0.5800,0.5800,1.7400,0.5683,3.4100,0.5450,6.5400,-0.1688,9.3493,0.4103,159.7100,2.8800,2024,0.4530,205.2900,-0.9887,757667747.2300,9.1797,-0.5402,1.3583,0.4528,2.5730,0.4288,4.7723,0.3977,Lajes Corporativas,lajes-corporativas,156.22,1013530.3,757667747.23,0.761,0.7609722831116956,RCRB11,9,19.052228852709,35177,,,
348,289,RDPD11,0.3000,1.3200,2.1300,6.3900,3.3500,20.1000,4.0742,48.8900,7.3550,-0.4671,8.7721,22.7700,29.4500,2023,0.9426,33.9476,-37.0460,36596919.0000,-36.0114,-36.4525,2.6743,0.8914,5.8484,0.9747,,,Papéis,papeis,22.96,98337.21,24085452.18,1.0555,0.6763364715031401,RDPD11,0,54.16273264563,3141,,,
349,348,RECR11,1.2900,1.4400,1.1633,3.4900,1.0350,6.2100,0.9892,11.8700,-0.5780,11.2059,0.8537,89.4500,5.3000,2024,1.0049,93.5400,-1.8777,2473417948.1000,12.8000,-0.8916,2.7801,0.9267,5.1771,0.8629,10.3843,0.8654,Papéis,papeis,89.48,3103525.81,2473417948.1,0.9566,0.9565961086166346,RECR11,1,11.813371043102,178110,,,
350,409,RECT11,0.3700,0.9700,0.9133,2.7400,0.9033,5.4200,0.8625,10.3500,-10.0165,-8.2139,-9.1437,38.0900,4.5000,2024,0.3916,91.9200,-1.8787,785331056.3100,0.6164,-1.4944,1.2615,0.4205,2.5629,0.4272,5.1565,0.4297,Lajes Corporativas,lajes-corporativas,36.87,431617.7,785331056.31,0.4011,0.4011096605744125,RECT11,9,14.355964587339,63682,,,
351,297,RECX11,0.6000,0.9200,0.9467,2.8400,0.9150,5.4900,0.8458,10.1500,-4.5335,3.6722,-3.6552,65.4900,4.6000,2024,0.9267,75.5400,-3.3274,16490373.8700,-7.5310,-2.4315,2.4889,0.8296,4.8753,0.8125,9.0316,0.7526,Fundo de Fundos,fundo-de-fundos,68.98,6930.47,16490373.87,0.9132,0.9131585914747153,RECX11,0,26.530073223722,647,,,
352,214,REIT11,1.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Papéis,papeis,155.01,495,7514009.68,0.5424,,REIT11,0,226.20924986803,67,,,
353,435,RELG11,0.0250,0.0500,0.0633,0.1900,0.2917,1.7500,0.5917,7.1000,-7.0606,-28.8019,-7.0141,50.0200,0.7600,2024,0.0306,126.2400,3.3907,168470201.7200,12.1755,3.4223,0.2528,0.0843,1.9761,0.3293,5.6842,0.4737,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,54.75,290732.95,168470201.72,0.4337,0.43369771863117873,RELG11,5,20.442104105616,5558,,,
354,376,RFOF11,0.7400,0.9700,0.9500,2.8500,0.9483,5.6900,0.9450,11.3400,-3.0253,5.4052,-2.0847,76.6100,4.7500,2024,0.9277,79.7700,-0.2127,85999956.0700,1.9303,0.7130,2.7378,0.9126,5.3984,0.8997,10.7276,0.8940,Fundo de Fundos,fundo-de-fundos,73.83,129027.52,85999956.07,0.9255,0.9255359157578037,RFOF11,0,13.465806376218,4818,,,
355,1842,RINV11,1.2500,1.1200,1.1167,3.3500,1.1183,6.7100,1.2058,14.4700,-1.4159,8.3601,-0.3118,111.4000,5.7000,2024,,,,,,,,,,,,,Indefinido,indefinido,111.9,309432.05,92296795.99,1.025,,RINV11,,7.161166146551,2164,,,
356,349,RMAI11,0.4500,0.0000,0.2100,0.6300,0.3933,2.3600,0.4492,5.3900,0.0000,,0.0000,,2.8000,2024,0.4421,101.7800,-5.6369,248733577.4700,-3.1105,-5.2197,1.2080,0.4027,2.1469,0.3578,3.7590,0.3133,Lajes Corporativas,lajes-corporativas,71.5,13905.05,248733577.47,0.7025,0.702495578699155,RMAI11,2,32.219772944439,1122,,,
